screen_name,fav,rt,tweet,tweet_url
RealOmarNavarro,4596,1692,@realDonaldTrump Maxine Waters is trying to allocate 13.6 billion to create more government jobs not help the homel… https://t.co/zFbDqqVkzq,https://twitter.com/RealOmarNavarro/status/1155321159283380225
englandcricket,6415,632,"“It gives you the opportunity to create memories, friendships and experiences that no other cap can ever give you.”… https://t.co/Z51ouVSIy3",https://twitter.com/englandcricket/status/1155387795755679745
RealSaavedra,2621,1070,"NEW: Mexico’s government said on Saturday it would help Honduras create 20,000 jobs this year and support its coffe… https://t.co/AWIb79ZTsI",https://twitter.com/RealSaavedra/status/1155506559935401991
iamhamzaabbasi,10432,1620,"#PakArmy May Allah bless the souls of our Martyrs, our Shaheeds! May Allah's curse be upon those who are trying to… https://t.co/LNulJVLNy5",https://twitter.com/iamhamzaabbasi/status/1155158279682711554
SmythsToysUK,366,740,LAST CHANCE TO ENTER to WIN 1 of 8 You Star Studio Kits 🤩❤  This is the professional green screen studio that lets… https://t.co/Mulpwbjjxz,https://twitter.com/SmythsToysUK/status/1155417714845999104
ZaidZamanHamid,928,833,"World media must pick this brutality...
Every tweet we do, you retweet...create an impact.....
If you do not retwee… https://t.co/ISFqx8zDRl",https://twitter.com/ZaidZamanHamid/status/1155191077739143168
vivekagnihotri,4398,1522,"The real intention behind ‘Jai Shree Ram’ letter was to provoke Muslims, incite conflict, corner Hindus and create… https://t.co/RiVKzhaKD1",https://twitter.com/vivekagnihotri/status/1155352246822961153
marwilliamson,2236,437,“Donald Trump did not create the problem. The problem created Donald Trump.” https://t.co/8csIiWczc2,https://twitter.com/marwilliamson/status/1155175736141127680
realDonaldTrump,61031,15863,The Democrats are still doing the Russians dirty work as they continue to push the fake crime. Media credibility is… https://t.co/KSEUQWGJPq,https://twitter.com/realDonaldTrump/status/1155327625088438272
MattBinder,69716,14392,"good work, detective https://t.co/6ojVS2kKk9",https://twitter.com/MattBinder/status/1155354486476627968
ScottPresler,7454,3362,"Next week, I'm coming to Baltimore. 

I'm organizing a trash clean up in the city. 

If you're free on a week day,… https://t.co/k9yzNng1QP",https://twitter.com/ScottPresler/status/1155606282079854594
Pastor__West,15047,6860,"Dear Lord,

Today, remind me that I am capable of overcoming every obstacle in my way. Although I may not have all… https://t.co/UZ1xf2gjG0",https://twitter.com/Pastor__West/status/1155459417992814592
WalshFreedom,13321,3714,Either Donald Trump hates black and brown people or he’s just cynically encouraging hatred of brown and black peopl… https://t.co/PySedMyKHw,https://twitter.com/WalshFreedom/status/1155152088218918913
AOC,27047,2244,"He looked right at me &amp; said: “I am going to ask you plainly: Are you here to do the work?”

People’s lives are at… https://t.co/duRYNQGZNs",https://twitter.com/AOC/status/1155146654397415424
McLarenF1,4633,746,"Every F1 fan at work tomorrow 👇

me talking about work:
▶ 🔘──────── 00:05

me talking about the Love Island final:… https://t.co/tIlqQcIoE3",https://twitter.com/McLarenF1/status/1155549273469214722
anandmahindra,16609,1311,A rainy weekend &amp; we’re staying home. My wife asked me if I wanted to help cook some interesting dishes. I sent her… https://t.co/jiAjBaIDo8,https://twitter.com/anandmahindra/status/1155347426317725698
DonaldJTrumpJr,2917,638,Amazing story @DJohnsonPGA keep up the great work!!! Everyone should check this out. https://t.co/JHvDEsXMv7,https://twitter.com/DonaldJTrumpJr/status/1155455972703375360
ianjq,5155,841,"Russi Taylor, thank you so much for lending our characters your kindness, your warmth, and your one-of-a-kind laugh… https://t.co/rhM72HOcd6",https://twitter.com/ianjq/status/1155296043455533056
MangteC,12836,1981,"Gold medal for me and for my country at #PresidentCup Indonesia. Winning means you’re willing to go longer,work har… https://t.co/8xeoUhDFfc",https://twitter.com/MangteC/status/1155422075504353280
AshaRangappa_,10444,1114,"Actually that’s where I lived. I was a broke law student. Walked to work, passed Camden Yards every day. I not only… https://t.co/mumSeo9cNk",https://twitter.com/AshaRangappa_/status/1155135164885979137
sallymcmanus,2983,1125,"Scott Morison wants to “outlaw” us. Without unions there would be no minimum wage increases every year, more injuri… https://t.co/Rr7NbS7Owq",https://twitter.com/sallymcmanus/status/1155262288179281920
ZacGoldsmith,6703,1152,Thrilled to be asked by the PM to work across Defra &amp; DfID to expand Protected Areas around our overseas territorie… https://t.co/KrbkVMfjjW,https://twitter.com/ZacGoldsmith/status/1155156826511552513
dodo,34455,9599,Best wedding dance ever 💞💞💞 https://t.co/El1BZpOMJj,https://twitter.com/dodo/status/1155100775451746304
codyko,52633,3011,doing the soulja boy crank dat dance on tik tok and pretending i invented it,https://twitter.com/codyko/status/1155255448251056133
kashdoll,2318,669,I'm at juniors bachelor party I the only girl here and I really dnt wanna dance.I'm at the oakwood motel room 306.Please if u can room 306,https://twitter.com/kashdoll/status/1155175836720541697
Koreaboo,1921,846,"Kang Daniel’s Fans Are Speechless At How His 1.5X Speed Dance Still Looks Flawless

https://t.co/HtgDz0Ar0U",https://twitter.com/Koreaboo/status/1155545958593077248
tomorrowland,3704,827,Music is the everlasting beat of life. Dance to the sounds of @davidguetta https://t.co/dq0k2G1pLP,https://twitter.com/tomorrowland/status/1155218863639994378
StoolGametime,2625,296,The dance you make when your son just won $3 million playing a video game @bugha #FortniteWorldCup  https://t.co/vVnQ1UvZAe,https://twitter.com/StoolGametime/status/1155585828548239365
Koreaboo,1035,212,"BTS Members Show Off How They Would Dance At Clubs, But ARMYs Can’t Really Imagine It

https://t.co/EdbvI35WBU",https://twitter.com/Koreaboo/status/1155591257269293056
MTV,1368,333,The best cure for the Sunday Scaries? Watching @nickmara dance. 👏🔥 https://t.co/2RWgH7glqy,https://twitter.com/MTV/status/1155478015410708485
IamMzilikazi,1879,612,CINA: Another Day and Another Dance 💃 https://t.co/xoPMfTwVzK,https://twitter.com/IamMzilikazi/status/1155012218913808390
VAV_official,2281,486,"VAV ‘Give me more’ 1Million Dance Studio Making
With Mina Myoung, De La Ghetto, Play N Skillz

📣… https://t.co/vFK2ZdK85L",https://twitter.com/VAV_official/status/1155331995410374656
soompi,1229,302,"WATCH: #JoJungSuk And #YoonA Flaunt Their Dance Skills On “Ask Us Anything”
https://t.co/b05SNP4YqZ https://t.co/gHdJ6ZgRq2",https://twitter.com/soompi/status/1155111070396309504
thepamilerin,270,80,"Can you dance better than me? If you can, show your dance step to win free gift box from Three Crowns.
Download the… https://t.co/ncnRb9ZUnk",https://twitter.com/thepamilerin/status/1155182944597827585
MiamiDolphins,2145,223,"Getting our Sunday started with a few dance moves

👀 @KSTiLLS https://t.co/wQycxlsofR",https://twitter.com/MiamiDolphins/status/1155477574618890240
keithboykin,8793,2309,Shame on any black American who continues to provide cover for Donald Trump's racist presidency. History frowns on… https://t.co/Ee09SBmHeK,https://twitter.com/keithboykin/status/1155133594177814528
CarmineSabia,2751,1217,Nope. You could sell this nonsense to white liberals. Not us. You cannot place every politician of color in a bulle… https://t.co/Zg9kshTy1t,https://twitter.com/CarmineSabia/status/1155300998774231040
JayBilas,477,277,"What you think they sell me for? Where you think they find me at? Damn right I'm arrogant, I'm gonna need a bigger hat. I gotta go to work.",https://twitter.com/JayBilas/status/1155417775097241601
desusnice,6631,1037,The govt tells you to be at the airport 2 hours before your flight in order to sell you beer,https://twitter.com/desusnice/status/1155535172642545665
jamieoborne,8868,1186,The amount of hate I have seen directed at @Truman_Black @GretaThunberg @the1975 this week has made me feel sick in… https://t.co/xq6r7YjUoz,https://twitter.com/jamieoborne/status/1155226845245140992
BleacherReport,2141,330,"Last Sunday: Zidane confirms Real Madrid wants to sell Gareth Bale

Friday: Bale close to joining a club in China… https://t.co/azjqTIhCdV",https://twitter.com/BleacherReport/status/1155467125722624000
ShefVaidya,1122,299,"What do you want @RailwaySeva to sell next? Condoms, in case you meet someone on the train and you feel the urge? W… https://t.co/dnORGuTvwy",https://twitter.com/ShefVaidya/status/1155518786780327937
Fox_Claire,1726,393,"We all want to see democratic decision to Leave enacted &amp; if Boris delivers, I'll cheer. Not optimistic but hopeful… https://t.co/Rqszl6jIiT",https://twitter.com/Fox_Claire/status/1155260857040998401
Imamofpeace,1339,339,"“What garbage?

Which US official worthy of respect doesn’t know that she was put there by them!? In fact, if Trump… https://t.co/bVUgGfBj05",https://twitter.com/Imamofpeace/status/1155311661760180224
jonmorosi,1884,281,"The #DBacks have a +70 run differential and are expected to sell. 

The #SFGiants have a -46 run differential and a… https://t.co/2EmnL1fftn",https://twitter.com/jonmorosi/status/1155354785475809281
CraigCons,2070,586,"Reminding you that we’re commanded to fight poverty:

✡️Psalm (4:1) reminded: “... blessed is he who considers the… https://t.co/7fj6cpW2a1",https://twitter.com/CraigCons/status/1155164628248387585
peterjukes,1804,400,Even I tire of the abuse (and I’m used to Banks and Wigmore) so last word on this today.  The Farage/Johnson axis w… https://t.co/sxIFhHuUBq,https://twitter.com/peterjukes/status/1155138761019338752
djrothkopf,758,336,"Together, these men will ensure that Trump remains above the law and able to continue to attack the Constitution, c… https://t.co/2DzGAgPVVH",https://twitter.com/djrothkopf/status/1155591226449694720
JayFromTGF,6006,320,"#childish is trending.. A sell out of hoodies is trending, what have we done. I love you guys with all my heart, honestly ❤️",https://twitter.com/JayFromTGF/status/1155586993767833601
charli_xcx,1484,87,ummmm ok all my shows in the UK are sold out now apart from the Birmingham show so let’s sell it out and then I can… https://t.co/VvBAX5kF1X,https://twitter.com/charli_xcx/status/1155512959470227462
BigSean,8334,1049,"some of y’all prolly already know this type of info, but man a couple months ago I got an allergy test and found ou… https://t.co/ekAYJImtT8",https://twitter.com/BigSean/status/1155318908246560769
lydiaforson,511,298,"The best thing that happened after her “slay queen” bashing; was when you @AdakuUfere , an award winning lawyer, Ma… https://t.co/Oi1iahpDG5",https://twitter.com/lydiaforson/status/1155155141257060352
ASLuhn,666,453,Numerous journalists have been detained and/or beaten at the Moscow city council protests. Police hit well-known ph… https://t.co/0A5o4VJbEE,https://twitter.com/ASLuhn/status/1155169390649851904
JennyBoylan,697,68,"The whole point of coming out as a trans woman is not to be beautiful, but to have a good life.  Everyone likes to… https://t.co/lVNqMof1Dt",https://twitter.com/JennyBoylan/status/1155466335243120640
CharlieDaniels,625,144,"Washington mentality is that of a dirty prize fight
In this corner Republicans, in this corner Democrats
Eye gougin… https://t.co/IxVhfwQyLS",https://twitter.com/CharlieDaniels/status/1155477406909550593
UberFacts,3441,666,"You can always see your nose, but your brain mostly ignores it.",https://twitter.com/UberFacts/status/1154905994473988099
ThePlumLineGS,160,48,"Here's the funny thing about @maureendowd's latest:
An impeachment inquiry has gotten underway right under her nose… https://t.co/VvTooJD7cS",https://twitter.com/ThePlumLineGS/status/1155454971996987392
DrJasonJohnson,34075,13870,I am always amazed that @Jim_Jordan can find immense conspiracies during #MuellerHearings but claims he was complet… https://t.co/dJSYlKEvld,https://twitter.com/DrJasonJohnson/status/1154030263426416641
arielhelwani,349,33,Cyborg says that’s the first cut of her career. You’ll recall in the Holm fight that was her first bloody nose.,https://twitter.com/arielhelwani/status/1155329983193210882
FaustinoDiBauda,97,36,ThevMan the Myth the Nose. A little something for @gabekhouth kids. Much love everyone and thank you @erynalicia fo… https://t.co/bRzIOAzyuE,https://twitter.com/FaustinoDiBauda/status/1155547309515501568
DONJAZZY,6335,859,This is really beautiful. lovely nose. thanks a lot bro https://t.co/WXkJm2GBAg,https://twitter.com/DONJAZZY/status/1154864787307843594
Chris_Meloni,182,31,"Every sycophantic GOP pol knows: with our tv watching Pres, every opportunity to publicly brown Nose is just anothe… https://t.co/X3PJAk4mB4",https://twitter.com/Chris_Meloni/status/1155603379877380096
EW,199,32,'He came with a big rubber nose': The untold story behind that insane Nicolas Cage viral clip https://t.co/6Ddrz73luc,https://twitter.com/EW/status/1155137318279421952
elk,649,25,"Changsik gets a nose bleed, he says its cause snillo is stressing him out too much

snillo: why your body so weak??

SNILLO PLS",https://twitter.com/elk/status/1155159162097029120
CharlieNash,196,35,If Trump is serious about “making America great again” he’ll ban tattoos and nose jobs,https://twitter.com/CharlieNash/status/1155259996160049152
Mattel,42210,14777,"Wake up! You’re not dreaming– the new #BTS dolls are here! 👋💥💜 #BTSxMattel #BTSDollsOfficial #BangtanBoys 

Shop No… https://t.co/Od2DhssRTw",https://twitter.com/Mattel/status/1155478166766362625
Mattel,29109,8995,The new #BTS dolls are officially out! Blow us away with your own BTS doll memes below. 💜💨💫 #BTSxMattel… https://t.co/F2KzKj8l1U,https://twitter.com/Mattel/status/1155463312018034688
JYPETWICE_JAPAN,30865,6237,"TWICE POPUP STORE ""Twaii's Shop""

D-6

https://t.co/k0LFNdNnYx

#TWICE #TwaiisShop https://t.co/EHuitmERXq",https://twitter.com/JYPETWICE_JAPAN/status/1155311930975801346
Mattel,12948,4167,"When you were running out of patience, but the new #BTS dolls finally arrived. ⏳💜👌 #BTSxMattel #BTSDollsOfficial… https://t.co/2lJJzgueDo",https://twitter.com/Mattel/status/1155568854950531073
NPR,2367,660,Researchers have found that seemingly trivial encounters with the minor characters in our lives — the random person… https://t.co/cIWiO3K3cF,https://twitter.com/NPR/status/1155376862002106368
RT_com,1095,380,A coffee shop in central #China motivates local children to clean the streets of cigarette butts by offering them f… https://t.co/yzv1yfs4JX,https://twitter.com/RT_com/status/1155387416037011456
cmclymer,2014,322,"Graduated high school w/ less than a 2.0, worked in an auto shop for years, bought it, and sold it to go to medical… https://t.co/PxHRwaLpmE",https://twitter.com/cmclymer/status/1155561436678172674
JYPETWICE_JAPAN,34700,6888,"TWICE POPUP STORE ""Twaii's Shop""

D-7

https://t.co/k0LFNdNnYx

#TWICE #TwaiisShop https://t.co/7SAqYOL9WP",https://twitter.com/JYPETWICE_JAPAN/status/1154949567437127680
quizclothing,426,438,"✨ LIKE to #WIN ✨ All you gotta do is like, RT and follow @quizclothing to enter... GOOD LUCK QUEENS 👑👑

Shop dress… https://t.co/lDmXpct2Uo",https://twitter.com/quizclothing/status/1155448049596010496
brfootball,4508,492,Juve have some firepower in the shop window 🔥 https://t.co/F87eWTgLrk,https://twitter.com/brfootball/status/1155140459578023936
FortniteGame,8768,518,"Best of the best 🥇

The World Warrior Outfit, World Cup 2019 Wrap and World Cup Fish Style leave the Shop soon. The… https://t.co/BrjBaJt1QB",https://twitter.com/FortniteGame/status/1155267189563437056
VAV_official,1689,304,"VAV 2019 MEET&amp;LIVE IN JAPAN
-PREMIUM CONCERT-

📍21st September, 2019
📍 IMA HALL (Tokyo)
📍 Ticket :… https://t.co/j2wrm9G44n",https://twitter.com/VAV_official/status/1155402995493851137
FortniteGame,4340,256,"Who's A Good Dog 🦴

The Grumble Gang Set is available in the Item Shop now! https://t.co/TuFRoC3lRz",https://twitter.com/FortniteGame/status/1155629005908746243
chuckwoolery,1356,248,Democrats shop judges that will stop Trump. SCOTUS Always overturns them. Key word eventually. Democrats always del… https://t.co/eLoAhwWBKA,https://twitter.com/chuckwoolery/status/1155260868189442049
JoyceWhiteVance,18748,10105,"We need paper ballots: “McConnell said he wouldn't allow a vote on the bills because they were ""so partisan,"" but,… https://t.co/3tBLLJNOeX",https://twitter.com/JoyceWhiteVance/status/1155249714008338433
juliaioffe,8455,5226,This is happening in Moscow because a few independent candidates wanted to run for the city council and the Kremlin… https://t.co/Fh1PmYuDtb,https://twitter.com/juliaioffe/status/1155172842486620160
Pastor__West,15153,6403,"Dear Lord,

Today, open my eyes. filter what I hear. take off the restraints. don’t let me rest in my comfort zone,… https://t.co/85W9qSBJfx",https://twitter.com/Pastor__West/status/1155099915325968386
charliekirk11,8653,3203,"Two @CNN employees have been fired in the past month for anti-Semitic comments—one even praised Hitler

If CNN won’… https://t.co/MkCYfjCMdL",https://twitter.com/charliekirk11/status/1155146658537017344
ewarren,6220,1908,Our government should keep Americans safe—not allow private prisons to profit off of locking people up. Here’s how… https://t.co/uIRQ8aKRXx,https://twitter.com/ewarren/status/1155552806692110340
pradip103,2592,660,"Article 35A should go because it is against SC, ST, OBC, and women living in the state. Will Indian Constitution allow this ? #Article35A",https://twitter.com/pradip103/status/1155346849655660548
tariqnasheed,1360,729,"If #WhitePeopleAgainstRacism was real, you all would not allow cowardly, state sanctioned racial ambush killings ag… https://t.co/lEdBq3Q7z8",https://twitter.com/tariqnasheed/status/1155543508612083712
MSF_Sea,572,460,"People are dying.
Families are dying.
Children are dying.

We can’t allow this to go on. #BackAtSea https://t.co/8XBRxsA2un",https://twitter.com/MSF_Sea/status/1155460501507379200
FAIRImmigration,4461,1490,.@RepTedBudd Introduces Bill That Would Allow Victims Of Crimes By Illegal Aliens To Sue Sanctuary Cities… https://t.co/vwdXDb7ZNi,https://twitter.com/FAIRImmigration/status/1155251538245410817
RepAlGreen,2439,638,We cannot allow the President's bigotry against the people of Baltimore to go unchallenged. #BaltimoreStrong #ImpeachNow,https://twitter.com/RepAlGreen/status/1155502658423283712
JoyceWhiteVance,3265,949,Words of wisdom from @RepJayapal to @MSNBC’s @AlexWitt just now: We should not allow our Constitution to be brought… https://t.co/HyXOUiq4VB,https://twitter.com/JoyceWhiteVance/status/1155148490059788288
DeanObeidallah,1241,392,"@realDonaldTrump Hey @realDonaldTrump  If the conditions in the ""Trump Hotels"" at the border are so great then why… https://t.co/tDJGpm9doe",https://twitter.com/DeanObeidallah/status/1155094161982406656
gatewaypundit,485,252,Border Patrol Chief Mark Morgan: New Supreme Court Ruling Will Allow for 450 Miles of New Border Wall (VIDEO)… https://t.co/quPeWLXFsa,https://twitter.com/gatewaypundit/status/1155330618789642241
MSNBC,874,399,Rachel Maddow asks why Mitch McConnell refuses to allow any new election security legislation despite Mueller’s war… https://t.co/TmTTqWorlC,https://twitter.com/MSNBC/status/1155463175346823169
DanRather,82662,17719,"American greatness was built by women and men who worked, lived, and even sometimes struggled in places like Baltim… https://t.co/G23EZaIt96",https://twitter.com/DanRather/status/1155302043675848711
AlecMacGillis,57742,16582,"Whoa. Baltimore Sun responds: ""We would tell the most dishonest man to occupy the Oval Office, the mocker of war he… https://t.co/vWL30sF1Q0",https://twitter.com/AlecMacGillis/status/1155304564326899712
LanaDelRey,37165,6068,"I am always taken by how deeply women like to dig in the earth. 
They plant bulbs for the spring.
They poke blacken… https://t.co/JlGQjM7v99",https://twitter.com/LanaDelRey/status/1155143227097272320
kylegriffin1,10039,2834,"""We would tell the most dishonest man to ever occupy the Oval Office, the mocker of war heroes, the gleeful grabber… https://t.co/zCliQEYdKT",https://twitter.com/kylegriffin1/status/1155281802208190464
VP,9281,1783,"Inspiring day in Jacksonville, FL yesterday visiting two amazing examples of the American dream! This Administratio… https://t.co/eoS6A8CYwe",https://twitter.com/VP/status/1155142315947843590
RyanAFournier,4380,1791,"Give this a retweet and follow @PoliticalKathy. 

After being de-throned as Miss Michigan for being a conservative… https://t.co/uO8J5fW3f7",https://twitter.com/RyanAFournier/status/1155589218950889472
ZubyMusic,9033,1775,"If the gender wage gap is real, gender is a social construct and gender is fluid...

Then why don't women simply id… https://t.co/Ce9yGzf91g",https://twitter.com/ZubyMusic/status/1155179493755170818
vivekagnihotri,2833,1484,"Women are speaking out about being sexually harassed during Hajj
""My entire experience at the holy city is overshad… https://t.co/4lInFsypBp",https://twitter.com/vivekagnihotri/status/1155393376927096832
shannonrwatts,3820,2036,"All shot and killed within a span of 24 hours in Mississippi:

Alexandria “Ally” Kostial, 21
Arykah White, 16
Zaria… https://t.co/po6aX3fiJy",https://twitter.com/shannonrwatts/status/1155160212572999681
Chinmayi,3290,1690,A Tamil channel aired a man proudly proclaiming he used the Public Bus Transport system to molest/grope women - to… https://t.co/IlniOCOaWX,https://twitter.com/Chinmayi/status/1155196265363197953
KimKardashian,22847,2447,"Last week I was so moved by Dr. Marc Howard,  a Georgetown professor who teaches a course inside of a DC prison whe… https://t.co/DqrgiaeO8Y",https://twitter.com/KimKardashian/status/1155241013054586880
peterjhasson,1727,758,"Paper published in the Journal of Medical Ethics finds that male athletes who identify as trans women have ""intoler… https://t.co/9IJZJASNbT",https://twitter.com/peterjhasson/status/1155597896013766658
MaliibuMiitch,2914,953,U ever notice when black women show each other love everyone questions our intentions? 😪like its always some underl… https://t.co/4ONomRUj7x,https://twitter.com/MaliibuMiitch/status/1155308438060244993
SMQureshiPTI,27742,5284,I want to show the world the face of a young officer Captain Aaqib Javed martyred today who was meant to  get marri… https://t.co/QPldvr7Gq6,https://twitter.com/SMQureshiPTI/status/1155129861079482368
HardDriveMag,6997,1373,"Kevin Feige Announces First Marvel “What If…?” Story Will Explore What If Captain America Was Straight

https://t.co/wY5io57Sbe",https://twitter.com/HardDriveMag/status/1155148526382407680
ManaByte,13982,1800,"I’m sorry if you don’t want to see a Captain Marvel sequel, but the first movie made over a billion dollars and Kev… https://t.co/Yo6qlMTGZn",https://twitter.com/ManaByte/status/1155224580258009088
ComicBookNOW,2362,628,MARVEL'S THE FALCON AND THE WINTER SOLDIER Will Reportedly Revolve Around Government Not Wanting SAM WILSON to Be C… https://t.co/DCmIErSyOc,https://twitter.com/ComicBookNOW/status/1155523905500717056
BlackYellow,6085,1004,"The most esteemed in German football! 

Congrats to Marco Reus who was named the 2019 German Footballer of the Year… https://t.co/zYSRR5IDPz",https://twitter.com/BlackYellow/status/1155458842878205952
ANI,7585,1310,"#WATCH PM Modi: When Param Vir Chakra awardee, son of Himachal Pradesh, J&amp;K Rifles Captain Vikram Batra had said, ""… https://t.co/SjCSh5dSxx",https://twitter.com/ANI/status/1155133980519391232
orlandopirates,2056,285,Captain. Leader. Stop Nontsontso! 🚧⛔️ #OnceAlways https://t.co/nljfKXsRon,https://twitter.com/orlandopirates/status/1155138629733429249
FCBarcelona,16139,877,Captain @SergiRoberto10 🙌 https://t.co/9HJ3rWbjzd,https://twitter.com/FCBarcelona/status/1155111882191249409
drshamamohd,683,428,"Retired Army Captain beaten to death in Amethi.

Goons are now barging into the homes of Army officers &amp; murdering… https://t.co/BBfxdUkrGw",https://twitter.com/drshamamohd/status/1155463619942998021
FIFAWorldCup,5127,411,"Happy birthday, @HKane! 🎂

The @England captain &amp; 2018 #WorldCup @adidas Golden Boot winner turns 26 today 🦁🦁🦁 https://t.co/vbbNVj7exV",https://twitter.com/FIFAWorldCup/status/1155420129586401280
NBATV,1018,182,"15.4 PTS | 6.6 REB | 1.4 BLK

Reigning @WNBA ROY A'ja Wilson kept her foot on the gas to become a #WNBAAllStar capt… https://t.co/JEWVE8QBtg",https://twitter.com/NBATV/status/1155154062138060800
goal,2749,230,"Happy 26th birthday to Tottenham star and England captain, @HKane! 🥳 https://t.co/OI0cVlrCH4",https://twitter.com/goal/status/1155362982832017408
WNBA,2096,470,When you meet your favorite #WNBA player ❤️ Shai from @MakeAWish gets a surprise from All-Star captain @De11eDonne… https://t.co/pSQ1BNijLg,https://twitter.com/WNBA/status/1155219487827714048
englandcricket,2275,179,"🏴󠁧󠁢󠁥󠁮󠁧󠁿 @benstokes38 has been reappointed as our vice-captain for the #Ashes 👏

Full Story: https://t.co/Rixmhb1oei https://t.co/vFTER1AsqX",https://twitter.com/englandcricket/status/1155077430673051648
bbcsport_david,48157,19739,"Arsenal have reached an agreement with Lille to sign Ivory Coast winger Nicolas Pepe for ~€80m, paid by instalments… https://t.co/o5F0yUH2Fs",https://twitter.com/bbcsport_david/status/1155052728525164544
Stranger_Things,79374,7664,"the fit: 🔥
the boots: 🔥🔥
ms sadie sink: 🔥🔥🔥 https://t.co/ol1SmdshQe",https://twitter.com/Stranger_Things/status/1155210447592837120
DanCrenshawTX,3576,928,"The media boldly spins narratives to fit the Dems’ talking points. NRO explains the latest example.

No, the GOP is… https://t.co/wWp2ZitbyY",https://twitter.com/DanCrenshawTX/status/1155186029562880000
PreetBharara,60760,12161,I’m beyond sick of people who tell others “stay in your lane” or “shut up and dribble” (credit: Laura Ingraham). Ev… https://t.co/H1RD3dFar6,https://twitter.com/PreetBharara/status/1154950224055603200
EricBoehlert,1549,664,reminder: not one major newspaper editorial page has called for Trump to resign. **dozens** told Bill Clinton to re… https://t.co/nKPWXsm4iu,https://twitter.com/EricBoehlert/status/1155510421270519808
jeremycorbyn,3087,905,"We are raring to go. #Ridge

https://t.co/qaIqhjz5Xa",https://twitter.com/jeremycorbyn/status/1155470209626456066
mreazi,3107,329,Dead man no fit chop!!,https://twitter.com/mreazi/status/1155421046935359488
PlayStation,15772,4578,"""Most of life's basic functions fit rather easily into a 21-minute timeslot...""

Meet the mysterious Heartman in… https://t.co/vLOj9SDASE",https://twitter.com/PlayStation/status/1154958429837877248
ninaturner,403,171,'A Message That Would Fit Just Fine in a Paul Ryan Speech': Biden Pilloried for Ad Celebrating Private Health Insur… https://t.co/PLgn90i5R9,https://twitter.com/ninaturner/status/1155099377905602560
vmas,1378,349,"In 2009, @taylorswift13 arrived at the #VMAs in a ride fit for a princess👸

This year she's nominated for Video of… https://t.co/qpk9LOaOXQ",https://twitter.com/vmas/status/1155587230649294848
PAPPYKOJO,3613,481,"Guys can we just keep wo twe on social media ? Don’t see me and town and call me wo twe please , we fit fight https://t.co/aY5Iy2LQJn",https://twitter.com/PAPPYKOJO/status/1155265919909879808
TeamINEOS,3369,523,A bike fit for a Tour de France winner @Pinarello_com @Eganbernal 😍 #TDF2019 https://t.co/liaqC7azxZ,https://twitter.com/TeamINEOS/status/1155502438092197888
haarikahassine,2459,186,"She, @MsKajalAggarwal seems to be the perfect fit for the words, ""#PillaPicturePerfect!"" 

A small tease from the s… https://t.co/EKEE2wE2Bs",https://twitter.com/haarikahassine/status/1155379864217669633
mitchell_ness,224,178,RT if you'd rock the fit Former @Eagles  Head Coach Buddy Ryan has on in this pic 🦅 https://t.co/W85x9C5Vsy,https://twitter.com/mitchell_ness/status/1155631564203667456
KendrickPerkins,1624,557,Too busy working on my own Grass to notice if yours in Greener! 💯,https://twitter.com/KendrickPerkins/status/1155174476390240256
HuffPost,74,45,"Not all meat labeled ""grass fed"" is from animals that have eaten grass their entire life. Here's how to tell the re… https://t.co/XyhQvfuXnQ",https://twitter.com/HuffPost/status/1155456950555086849
herdyshepherd1,594,76,"Our experiment with longer rotations ungrazed and mobbing up is proving a bit of a revelation

The productivity of… https://t.co/YqUb6bFiSV",https://twitter.com/herdyshepherd1/status/1155421730711711744
RepThomasMassie,918,114,"True, the MIT engineering degrees only demonstrate that I can think analytically, not that I know anything about ca… https://t.co/nlJh3WRgW1",https://twitter.com/RepThomasMassie/status/1155520981030621184
Baddiel,416,87,There’s a bit about a campaign called Do So which successfully encouraged non-voting in the last Trinidad election.… https://t.co/oJkt2x6eSc,https://twitter.com/Baddiel/status/1155247211552395265
nowthisnews,201,72,"This entrepreneur is helping women leaders break through the cannabis industry’s ‘grass ceiling,’ raising the bar f… https://t.co/xlhDZyxIT7",https://twitter.com/nowthisnews/status/1155010681835544577
ByIanJames,207,48,"Phoenix Sky Harbor Airport replaced nearly 11 acres of grass with desert landscaping, cutting its water use by more… https://t.co/mhBLE3urJ8",https://twitter.com/ByIanJames/status/1155486818617327617
EstherThePig,964,61,This ornamental grass is gonna look beautiful in our salad. https://t.co/fn3Dl0GP0k,https://twitter.com/EstherThePig/status/1155124291073204224
Gidi_Traffic,172,52,"""@KenyanTraffic: Jay-Jay Okocha: ""There was so much racism in Germany, so i said i will dribble these white people… https://t.co/k0zJfoIJ6t",https://twitter.com/Gidi_Traffic/status/1154984297088110592
joelsartore,191,33,"Native to Japan, this green grass lizard will spend most of its time on the prowl for insects and spiders inhabitin… https://t.co/f1d6478WDk",https://twitter.com/joelsartore/status/1155483231669620736
MarkWrightKING5,20,16,BREAKING: Grass fire in the median has I-5 down to one lane just north of the Stillaguamish River bridge. Major bac… https://t.co/x3plXemV9H,https://twitter.com/MarkWrightKING5/status/1155557051247935488
BeingBoycie,521,32,All day yesterday I was asked ‘will there be any more a)Only Fools b) Benidorm c) Green Green Grass?’ It’s not the… https://t.co/gxVNCcFp6D,https://twitter.com/BeingBoycie/status/1155405827571953665
